imgstem_version,texts,text_controls,clipscore
71043,Downstream applications using conventional PCR that can be replaced by COLD-PCR.,Downstream applications using conventional PCR that can be replaced by COLD-PCR.,0.8701171875
17960,The first F-20 in Northrop colors.,The first F-20 in Northrop colors.,0.853515625
335,"Hevelius's Selenographia, showing Alhasen  [sic] representing reason, and Galileo representing the senses.","Hevelius's Selenographia, showing Alhasen  [sic] representing reason, and Galileo representing the senses.",0.80859375
101641,"The clustering of stop codons in a random DNA sequence lead to rare ORFs that are long. The negative exponential frequency distribution of the ORF lengths in a random sequence indicates that, in a linear sequence, the shorter the ORFs they are more frequent, and the longer the ORFs they are less and less frequent. Thus, there is a tendency for stop codons to be clustered in most places in a sequence, and, therefore, the longer ORFs are rarer, even within the upper maximum length of ~600 bases. Senapathy reasoned that, coding sequence segments from the available long ORFs could be chosen as exons, whereas the intervening sequences with clusters of stop codons could be earmarked as introns to be deleted from the primary RNA transcript, which would lead to a split gene structure.","The clustering of stop codons in a random DNA sequence lead to rare ORFs that are long. The negative exponential frequency distribution of the ORF lengths in a random sequence indicates that, in a linear sequence, the shorter the ORFs they are more frequent, and the longer the ORFs they are less and less frequent. Thus, there is a tendency for stop codons to be clustered in most places in a sequence, and, therefore, the longer ORFs are rarer, even within the upper maximum length of ~600 bases. Senapathy reasoned that, coding sequence segments from the available long ORFs could be chosen as exons, whereas the intervening sequences with clusters of stop codons could be earmarked as introns to be deleted from the primary RNA transcript, which would lead to a split gene structure.",0.6201171875
50484,The Schrammel quartet in 1890,The Schrammel quartet in 1890,0.93310546875
23291,Ostrum (second from left) in 2011 with the Willy Wonka child cast,Ostrum (second from left) in 2011 with the Willy Wonka child cast,0.8515625
77127,The Cosmos played at Giants Stadium in New Jersey from 1977 to 1985. The stadium is pictured in 2006.,The Cosmos played at Giants Stadium in New Jersey from 1977 to 1985. The stadium is pictured in 2006.,0.7421875
94135,Shiva shown garlanding king Rajendra I,Shiva shown garlanding king Rajendra I,0.73193359375
70566,"Three Swift Boats n Cam Ranh Bay, Vietnam. Corrado Rudolfo Lutz Collection (va025931)","Three Swift Boats n Cam Ranh Bay, Vietnam. Corrado Rudolfo Lutz Collection (va025931)",0.859375
65928,2008,2008,0.494140625
5098,September 26: Typhoon Vera storm path,September 26: Typhoon Vera storm path,0.8779296875
1963,"Entrance to the Cross-Harbour Tunnel in Hung Hom, Kowloon","Entrance to the Cross-Harbour Tunnel in Hung Hom, Kowloon",0.79833984375
32505,"International Congress of Women in 1915. Left to right: 1. Lucy Thoumaian  Armenia, 2. Leopoldine Kulka, 3. Laura Hughes  Canada, 4. Rosika Schwimmer  Hungary, 5. Anika Augspurg  Germany, 6. Jane Addams  USA, 7. Eugenie Hanner, 8. Aletta Jacobs  Netherlands, 9. Chrystal Macmillan  UK, 10. Rosa Genoni  Italy, 11. Anna Kleman  Sweden, 12. Thora Daugaard  Denmark, 13. Louise Keilhau  Norway","International Congress of Women in 1915. Left to right: 1. Lucy Thoumaian  Armenia, 2. Leopoldine Kulka, 3. Laura Hughes  Canada, 4. Rosika Schwimmer  Hungary, 5. Anika Augspurg  Germany, 6. Jane Addams  USA, 7. Eugenie Hanner, 8. Aletta Jacobs  Netherlands, 9. Chrystal Macmillan  UK, 10. Rosa Genoni  Italy, 11. Anna Kleman  Sweden, 12. Thora Daugaard  Denmark, 13. Louise Keilhau  Norway",0.7490234375
41855,Explosives recovered from under the school,Explosives recovered from under the school,0.6650390625
75985,"The River Seine at Chatou by Maurice de Vlaminck, 1906.","The River Seine at Chatou by Maurice de Vlaminck, 1906.",0.76953125
79180,"Eleanor Roosevelt and Charles ""Chief"" Anderson on April 19, 1941.","Eleanor Roosevelt and Charles ""Chief"" Anderson on April 19, 1941.",0.7109375
23670,The Don Ridler Field House,The Don Ridler Field House,0.7568359375
81776,Interior of Sant'Antonio Abate,Interior of Sant'Antonio Abate,0.82470703125
14761,"Beenovo Monastery in Beenovaki Prnjavor, Syrmia","Beenovo Monastery in Beenovaki Prnjavor, Syrmia",0.75
67211,"French troops wintered in France and crossed the Rhine, moving toward Ostrach in March 1799; Austrian troops wintered in Bavaria, crossed the Lech, and approached Ostrach from the east.","French troops wintered in France and crossed the Rhine, moving toward Ostrach in March 1799; Austrian troops wintered in Bavaria, crossed the Lech, and approached Ostrach from the east.",0.8232421875
50139,Jonathan Wilson in Copenhagen [photo by Palle Demant],Jonathan Wilson in Copenhagen [photo by Palle Demant],0.6123046875
2531,Characteristic parts of a knife,Characteristic parts of a knife,0.693359375
55547,Marcelino Serna,Marcelino Serna,0.693359375
1422,A lightning discharge consists primarily of a flow of electrons. The electric potential needed for lightning can be generated by a triboelectric effect.,A lightning discharge consists primarily of a flow of electrons. The electric potential needed for lightning can be generated by a triboelectric effect.,0.7998046875
49699,"Neuner shooting at the World Cup in Trondheim, March 2009.","Neuner shooting at the World Cup in Trondheim, March 2009.",0.92236328125
39437,The National Theatre in Oslo,The National Theatre in Oslo,0.8623046875
95103,"Scene from the play, published 1856","Scene from the play, published 1856",0.75390625
95708,Daoulas at the start of the 20th century,Daoulas at the start of the 20th century,0.71484375
64831,Restoration of a toothless adult,Restoration of a toothless adult,0.712890625
39438,Rica Seilet Hotel in Molde,Rica Seilet Hotel in Molde,0.798828125
56143,"Chancel and apse, with relocated altar","Chancel and apse, with relocated altar",0.74755859375
47732,Joseph Brant sat for this portrait by Gilbert Stuart during his 1786 visit to London.,Joseph Brant sat for this portrait by Gilbert Stuart during his 1786 visit to London.,0.8935546875
9600,"Hathor, in bovine form, emerges from a hill representing the Theban necropolis, in a copy of the Book of the Dead from the 13th century BC","Hathor, in bovine form, emerges from a hill representing the Theban necropolis, in a copy of the Book of the Dead from the 13th century BC",0.71875
57895,"Rick Bartow, We Were Always Here, 2012, carved old growth western red cedar, 324"" x 31"" x 15""","Rick Bartow, We Were Always Here, 2012, carved old growth western red cedar, 324"" x 31"" x 15""",0.74169921875
14727,"Maya Moore, 2013 Finals MVP","Maya Moore, 2013 Finals MVP",0.8134765625
25404,"The city of Kalispell, Montana, where Williams was born","The city of Kalispell, Montana, where Williams was born",0.9560546875
42100,"Kittyhawk of No.450 Squadron, loaded with six 250lb (110kg) bombs, in North Africa, c. 1943","Kittyhawk of No.450 Squadron, loaded with six 250lb (110kg) bombs, in North Africa, c. 1943",0.64501953125
32276,100mg generic benzonatate capsules,100mg generic benzonatate capsules,0.83544921875
58752,The site of Blackwing Studios in February 2010,The site of Blackwing Studios in February 2010,0.6865234375
102368,"Bhim Shamsher and his wife, Sita Bada Maharani Deela Kumari Devi, on his coronation day in 1929","Bhim Shamsher and his wife, Sita Bada Maharani Deela Kumari Devi, on his coronation day in 1929",0.64404296875
81265,Malte Jger in 1955.,Malte Jger in 1955.,0.646484375
83648,"To depict the tension between Jason and Ali, the two communicate via Skype, which is represented on stage by two laptops that are set up back-to-back.","To depict the tension between Jason and Ali, the two communicate via Skype, which is represented on stage by two laptops that are set up back-to-back.",0.6845703125
1156,A bottle of nifurtimox tablets,A bottle of nifurtimox tablets,0.7861328125
103059,"Portrait of Thomas and John Cockman and some Fellows of University College, by Benjamin Ferrers (University College, Oxford). Thomas Cockman (centre), with his brother John (far left) and five college Fellows who sided with Cockman in the 1722 election. This painting was commissioned by John Cockman in celebration of the Fellows' victory over Dennison.","Portrait of Thomas and John Cockman and some Fellows of University College, by Benjamin Ferrers (University College, Oxford). Thomas Cockman (centre), with his brother John (far left) and five college Fellows who sided with Cockman in the 1722 election. This painting was commissioned by John Cockman in celebration of the Fellows' victory over Dennison.",0.9609375
82335,"DubaiSat-2, UAE's Second Earth Observation Satellite","DubaiSat-2, UAE's Second Earth Observation Satellite",0.759765625
87915," Flogging punished men in both armies, navies; here a Royal warship"," Flogging punished men in both armies, navies; here a Royal warship",0.8017578125
53853,"Tech's 1917 backfield; left to right: Strupper, Harlan, Guyon, and Hill","Tech's 1917 backfield; left to right: Strupper, Harlan, Guyon, and Hill",0.8427734375
44726,"Lauralee Bell plays Christine Blair, one of Paul's main love interests.","Lauralee Bell plays Christine Blair, one of Paul's main love interests.",0.8017578125
97615,"Avnillah, c. 1885","Avnillah, c. 1885",0.69580078125
14896,"The frilled shark is a predator with long jaws directly articulated to the cranium, at a point behind the eyes.","The frilled shark is a predator with long jaws directly articulated to the cranium, at a point behind the eyes.",0.8818359375
99948,"Yachts on bay, 1924, State Library Victoria","Yachts on bay, 1924, State Library Victoria",0.7978515625
71353,"Location of Canal de la Somme, showing the upstream section disused; middle section shared with Canal du Nord","Location of Canal de la Somme, showing the upstream section disused; middle section shared with Canal du Nord",0.81298828125
86888,Storm path of Tropical Storm Jerry,Storm path of Tropical Storm Jerry,0.69287109375
94513,Assembly of Shree Singha devi higher secondary school,Assembly of Shree Singha devi higher secondary school,0.78125
54514,Burnished Jar by Magdalene Odundo. From the W.A. Ismay Studio Ceramics Collection at York Art Gallery.,Burnished Jar by Magdalene Odundo. From the W.A. Ismay Studio Ceramics Collection at York Art Gallery.,0.83740234375
95317, ibenik cityscape from the north (St. John's fotress). White gymnasium building can be seen on the far left. St. Michael's fortress in centre, ibenik cityscape from the north (St. John's fotress). White gymnasium building can be seen on the far left. St. Michael's fortress in centre,0.5458984375
44118,"The structural differences of the LDL receptor family. This image represents the similarities in structural domains among the members, as well as the extra cysteine repeat present on the VLDL receptor.","The structural differences of the LDL receptor family. This image represents the similarities in structural domains among the members, as well as the extra cysteine repeat present on the VLDL receptor.",0.771484375
12662,Coma Berenices' major stars,Coma Berenices' major stars,0.74609375
81264,"Trent Reznor of Nine Inch Nails wrote ""Hurt"".","Trent Reznor of Nine Inch Nails wrote ""Hurt"".",0.73291015625
46825,A gold saltire on a blue field as flown by Stewart of Appin's regiment at the Battle of Culloden.,A gold saltire on a blue field as flown by Stewart of Appin's regiment at the Battle of Culloden.,0.796875
54566,Pyrocystis fusiformis bioluminescent dinoflagellates being poured in a flask.,Pyrocystis fusiformis bioluminescent dinoflagellates being poured in a flask.,0.8076171875
41858,Front view of the school building after the bombing,Front view of the school building after the bombing,0.7412109375
72445,M.I.A. promoted the album with a performance at The Big Chill in August 2010,M.I.A. promoted the album with a performance at The Big Chill in August 2010,0.5234375
6961,"The bacterium Streptococcus pneumoniae, a common cause of pneumonia, imaged by an electron microscope","The bacterium Streptococcus pneumoniae, a common cause of pneumonia, imaged by an electron microscope",0.7841796875
101443,Portrait of Mary McHenry Keith painted by husband William Keith 1883,Portrait of Mary McHenry Keith painted by husband William Keith 1883,0.7314453125
17104,Northwest Coulee,Northwest Coulee,0.5673828125
42284,Two staged systems may need to double the pressure handlers installed in the cycle. The diagram displays two different thermal expansion valves (TXV) and two separate stages of gas compression.,Two staged systems may need to double the pressure handlers installed in the cycle. The diagram displays two different thermal expansion valves (TXV) and two separate stages of gas compression.,0.609375
61836,Flagpole on Fortress Sint Pieter,Flagpole on Fortress Sint Pieter,0.7275390625
27526,Edict of Yesn Temr,Edict of Yesn Temr,0.69287109375
76677,A line drawing depicting a panoramic radiograph with an ovoid atheroma in the bifurcation region of the common carotid artery (CCA) as it bifurcates (divides) in the neck into the internal carotid artery (ICA) which supplies blood to the brain and the external carotid artery (ECA) which supplies blood to the face and mouth.,A line drawing depicting a panoramic radiograph with an ovoid atheroma in the bifurcation region of the common carotid artery (CCA) as it bifurcates (divides) in the neck into the internal carotid artery (ICA) which supplies blood to the brain and the external carotid artery (ECA) which supplies blood to the face and mouth.,0.78076171875
1746,Nansen in 1865 (age 4),Nansen in 1865 (age 4),0.85009765625
31394,I-675 crossing Schaefer Street in Saginaw,I-675 crossing Schaefer Street in Saginaw,0.7392578125
100793,"Changes to the Transnistrian frontier: blue is Romanian territory until 1940; orange is present-day Transnistria; yellow is Transnistria during WWII; the red line is Moldova after the Cold War (1991), and the orange line is the Moldovian Autonomous Soviet Socialist Republic.","Changes to the Transnistrian frontier: blue is Romanian territory until 1940; orange is present-day Transnistria; yellow is Transnistria during WWII; the red line is Moldova after the Cold War (1991), and the orange line is the Moldovian Autonomous Soviet Socialist Republic.",0.76611328125
94893,"Top-down view, showing width of head","Top-down view, showing width of head",0.7021484375
86752,Hu's former residence in Xiuning,Hu's former residence in Xiuning,0.8427734375
105985,Ali A.K.A. Mind,Ali A.K.A. Mind,0.5966796875
48358,"Queene Ferry Coonley, founder and patron of the Avery Coonley School from 1906 to 1958. She was remembered as an advocate for women's suffrage and progressive education.","Queene Ferry Coonley, founder and patron of the Avery Coonley School from 1906 to 1958. She was remembered as an advocate for women's suffrage and progressive education.",0.8154296875
96704,Daniel Christian is the only bowler to take two five-wicket hauls in the BBL.,Daniel Christian is the only bowler to take two five-wicket hauls in the BBL.,0.74169921875
68471,Screenshot from Xbox 360 version of Crash Time: Autobahn Pursuit.,Screenshot from Xbox 360 version of Crash Time: Autobahn Pursuit.,0.861328125
68661,Figure 4. Mechanical filter transducers. a magnetostrictive transducer. b Langevin type piezoelectric transducer. c torsional piezoelectric transducer.,Figure 4. Mechanical filter transducers. a magnetostrictive transducer. b Langevin type piezoelectric transducer. c torsional piezoelectric transducer.,0.7978515625
90301,"The Battle of Handschuhsheim, outside of Heidelberg, marked the turning point of the campaign against the French.","The Battle of Handschuhsheim, outside of Heidelberg, marked the turning point of the campaign against the French.",0.78662109375
53330,"The 2-3-2 scrum formation with wing-forward (in blue) that was popularised by Ellison, and the 3-2-3 scrum formation common in the early 20th century (in red).","The 2-3-2 scrum formation with wing-forward (in blue) that was popularised by Ellison, and the 3-2-3 scrum formation common in the early 20th century (in red).",0.689453125
2629,"Intimacy between women was fashionable between the 17th and 19th centuries, although sexuality was rarely publicly acknowledged. (Photograph circa 1900.)","Intimacy between women was fashionable between the 17th and 19th centuries, although sexuality was rarely publicly acknowledged. (Photograph circa 1900.)",0.6904296875
65046,"Peter Taylor was the first Palace player to score for England, and the second player to represent England whilst in Division Three.","Peter Taylor was the first Palace player to score for England, and the second player to represent England whilst in Division Three.",0.7451171875
47550,"Segagaga was developed in secret within the company for two years (former corporate office in ta, Tokyo pictured above)","Segagaga was developed in secret within the company for two years (former corporate office in ta, Tokyo pictured above)",0.8212890625
66157,"A US Marine during the fighting for the Vegas outpost, March 1953.","A US Marine during the fighting for the Vegas outpost, March 1953.",0.71875
101237,"Critics debated whether the subject of ""In My Head"" was either comedian Pete Davidson (left) or rapper Mac Miller (right), both former partners of Grande.","Critics debated whether the subject of ""In My Head"" was either comedian Pete Davidson (left) or rapper Mac Miller (right), both former partners of Grande.",0.75634765625
80294,Sonia Theodoridou,Sonia Theodoridou,0.56982421875
20391,2015 winner Fall Out Boy,2015 winner Fall Out Boy,0.70849609375
71680,USGS shakemap of one of the strongest aftershocks,USGS shakemap of one of the strongest aftershocks,0.84765625
27204,Sharen'go cars at Piazza Duca d'Aosta,Sharen'go cars at Piazza Duca d'Aosta,0.82080078125
57501,"""The Mirror of Death"": Detail from a French Renaissance monument of 1547","""The Mirror of Death"": Detail from a French Renaissance monument of 1547",0.70263671875
40717,"Kakkar at the premiere event of Marathi film Janiva, 2015","Kakkar at the premiere event of Marathi film Janiva, 2015",0.8505859375
89222,"HKFO performs a ""Ode to Joy"" flashmob at Shatin New Town Plaza.","HKFO performs a ""Ode to Joy"" flashmob at Shatin New Town Plaza.",0.740234375
4042,Singapore Airlines serves as the flag carrier of the country.,Singapore Airlines serves as the flag carrier of the country.,0.81787109375
24223,Justine Henin is a four-time champion and won three times consecutively.,Justine Henin is a four-time champion and won three times consecutively.,0.8271484375
79549,Holt Brothers Banking Company Building,Holt Brothers Banking Company Building,0.71728515625
86794,"Porter Wagoner topped the chart with ""Misery Loves Company"".","Porter Wagoner topped the chart with ""Misery Loves Company"".",0.88818359375
30909, 360-degree panorama from the summit of Ruby Dome, 360-degree panorama from the summit of Ruby Dome,0.775390625
94250,"Stanisaw Koniecpolski, 17th century","Stanisaw Koniecpolski, 17th century",0.82568359375
13651,USS Texas,USS Texas,0.7109375
72251,Map emphasizing the Ebro River in northern Spain,Map emphasizing the Ebro River in northern Spain,0.73974609375
69800,Memorial marker,Memorial marker,0.775390625
26795,"The original theatrical release of Return of the Jedi features Sebastian Shaw as Anakin Skywalker (above left). The 2004 DVD release replaced his appearance as a Force spirit with Hayden Christensen (below), who played the character in the prequels.","The original theatrical release of Return of the Jedi features Sebastian Shaw as Anakin Skywalker (above left). The 2004 DVD release replaced his appearance as a Force spirit with Hayden Christensen (below), who played the character in the prequels.",0.86181640625
34757,"30 Rockefeller Plaza, where Man at the Crossroads was originally installed","30 Rockefeller Plaza, where Man at the Crossroads was originally installed",0.8330078125
18004,Poppies are a recurring theme on the album's artwork.,Poppies are a recurring theme on the album's artwork.,0.759765625
86080,"Chteau of the popes, early 16th century engraving","Chteau of the popes, early 16th century engraving",0.6923828125
2630,"The Ladies of Llangollen, Eleanor Butler and Sarah Ponsonby.The two women had a relationship that was hailed as devoted and virtuous, after eloping and living 51 years together in Wales.","The Ladies of Llangollen, Eleanor Butler and Sarah Ponsonby.The two women had a relationship that was hailed as devoted and virtuous, after eloping and living 51 years together in Wales.",0.58056640625
11005,Map showing monasteries and bishoprics in Northumbria around 670. Bishoprics are underlined.,Map showing monasteries and bishoprics in Northumbria around 670. Bishoprics are underlined.,0.802734375
10656,"Sunrise over Oquirrh Lake, March 2008","Sunrise over Oquirrh Lake, March 2008",0.7646484375
54601,David Warner was player of the tournament in the 201516 series in Australia.,David Warner was player of the tournament in the 201516 series in Australia.,0.7060546875
15702,Octopus card reader of a self-payment kiosk at a McDonald's restaurant in Hong Kong,Octopus card reader of a self-payment kiosk at a McDonald's restaurant in Hong Kong,0.93359375
65349,BEdita: a screenshot of the dashboard,BEdita: a screenshot of the dashboard,0.60498046875
91452, Partial panorama from the cliffs just northwest of the summit of Stony Man Mountain, Partial panorama from the cliffs just northwest of the summit of Stony Man Mountain,0.724609375
12577,Alley in Richmond,Alley in Richmond,0.75146484375
20828,"The five finalists selected by the commission on August 18, 2020","The five finalists selected by the commission on August 18, 2020",0.62109375
85450,Sara (left) and Jim (right) riding It's a Small World,Sara (left) and Jim (right) riding It's a Small World,0.58935546875
78869,"Alison Lundergan Grimes (second from right) appearing at the 2016 Politicon at the Pasadena Convention Center in Pasadena, California.","Alison Lundergan Grimes (second from right) appearing at the 2016 Politicon at the Pasadena Convention Center in Pasadena, California.",0.88330078125
