context,description,anon_worker_id,trial_number,img_id,q_overall.preimg,q_overall.postimg,q_reconstructivity.preimg,q_relevance.preimg,q_relevance.postimg,q_irrelevance.preimg,q_irrelevance.postimg,q_imgfit.preimg,q_imgfit.postimg,imgstem,article_text
Christian cross,"a red brick church is in the midground of the image.  a cross is located on top of its steeple  in the foreground are a number of very worn, old gravestones.",472334858092631,2,church4,4,3,4,5,5,1,1,5,5,Dreifaltigkeitskirche_süd,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages)."
Competition,players celebrating a goal,472334858092631,16,soccer_in_progress13,1,1,5,3,2,3,1,4,4,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,416200414007549,18,soccer_in_progress13,5,5,5,5,5,5,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,049554083183946,17,soccer_in_progress13,2,2,3,2,2,4,4,1,1,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,568864274458914,14,soccer_in_progress13,3,5,3,3,5,5,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,228309069979381,19,soccer_in_progress13,5,5,5,4,4,4,4,4,3,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,754239006599923,6,soccer_in_progress13,3,4,4,3,5,5,5,4,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,899419306166434,13,soccer_in_progress10,4,5,5,4,5,4,5,5,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,912938440902031,6,soccer_in_progress10,5,5,5,3,4,5,5,4,4,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,592994004694024,18,soccer_in_progress13,5,5,4,5,5,4,4,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,903912900384104,7,soccer_in_progress13,4,5,5,4,5,5,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,724184272384582,13,soccer_in_progress13,4,5,4,3,5,4,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,987673860468222,19,soccer_in_progress10,2,3,3,3,4,5,4,4,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,090352568376232,5,soccer_in_progress13,4,4,4,4,5,4,5,3,3,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,976092323291853,7,soccer_in_progress10,3,2,3,3,2,5,5,4,4,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,069937903483971,10,soccer_in_progress10,4,5,4,4,5,5,5,4,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,047009414159458,6,soccer_in_progress13,3,2,4,3,4,5,5,4,3,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,099825784143241,6,soccer_in_progress10,3,4,5,5,2,5,5,4,4,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,906724022365086,2,soccer_in_progress10,4,4,5,4,4,5,5,5,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,828231401005415,4,soccer_in_progress10,4,3,4,4,3,4,3,5,4,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,643703958131427,15,soccer_in_progress10,4,1,5,3,2,1,1,2,1,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,493086227371514,17,soccer_in_progress13,3,3,5,3,3,5,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,910125230079399,10,soccer_in_progress13,1,1,2,1,2,5,5,3,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,782676814181179,3,soccer_in_progress13,1,3,3,1,3,1,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,206623017750032,16,soccer_in_progress13,4,5,4,4,5,5,5,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of men playing soccer as one tries to the kick the ball away from another.,798830461311827,12,soccer_in_progress10,4,5,4,4,5,5,5,5,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,A group of soccer players celebrate on the field,063401792712683,6,soccer_in_progress13,4,4,5,5,5,4,4,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,552228145445875,8,soccer_in_progress10,5,5,5,5,5,4,4,5,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,160740441081986,5,soccer_in_progress13,3,3,5,3,3,3,3,5,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,038087780945882,6,soccer_in_progress10,4,4,4,5,4,5,4,5,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,500199108401489,17,soccer_in_progress10,4,4,5,4,4,5,5,4,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,405240467576233,13,soccer_in_progress10,5,5,5,5,5,5,5,5,5,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,719442648338231,12,soccer_in_progress13,2,3,2,2,2,5,5,4,5,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Competition,players celebrating a goal,045396290546351,18,soccer_in_progress13,3,4,3,3,4,5,5,3,4,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory."
Consumer electronics,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,370605382323178,10,meeting_in_progress2,5,5,5,5,5,5,5,5,5,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,"A group of nine people, three women and six men are sitting around a two boardroom meeting tables that have been pushed together. Each person except for one man has a laptop open in front of them. Each person is looking up from their laptops and looking at the camera and smiling. They are in an office setting in front of a large window. There is a clear view to the outside which is lush with greenery.",063401792712683,19,meeting_in_progress2,3,3,4,3,3,1,1,5,5,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,700358255324982,3,meeting_in_progress7,4,5,4,4,5,4,5,4,5,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3),"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,090352568376232,10,meeting_in_progress7,4,4,4,5,5,5,5,4,4,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3),"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,069937903483971,19,meeting_in_progress2,3,3,4,4,3,2,2,4,4,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,Two men give a presentation.,828231401005415,17,meeting_in_progress17,1,1,5,2,2,2,2,4,5,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,754239006599923,4,meeting_in_progress2,4,5,5,5,5,5,5,5,5,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,782676814181179,12,meeting_in_progress2,4,5,4,5,5,5,5,5,3,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,266988203704371,4,meeting_in_progress7,4,4,4,3,3,3,3,3,3,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3),"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,680023035409409,11,meeting_in_progress7,4,5,4,5,5,5,5,4,5,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3),"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,510766669177053,12,meeting_in_progress2,5,5,5,4,5,5,5,4,5,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,168989005784368,19,meeting_in_progress7,5,5,5,4,5,5,5,5,5,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3),"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,Two men give a presentation.,001847904821114,18,meeting_in_progress17,1,1,4,1,1,1,1,1,3,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,Two men give a presentation.,493086227371514,11,meeting_in_progress17,1,1,1,1,1,1,1,1,1,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,047009414159458,1,meeting_in_progress2,1,4,5,2,5,4,3,2,2,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
Consumer electronics,"A group of nine people, three women and six men are sitting around a two boardroom meeting tables that have been pushed together. Each person except for one man has a laptop open in front of them. Each person is looking up from their laptops and looking at the camera and smiling. They are in an office setting in front of a large window. There is a clear view to the outside which is lush with greenery.",097070904792403,9,meeting_in_progress2,3,3,5,3,3,1,1,4,4,La_Trobe_Uni_Wikimeetup_March_2020,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. "
