"mistake_comments","startDate","rt_qs_wimage_seconds","q3_sliderval","q1_sliderval","img_file","enjoyment","q5_type","mistake_checkbox","q2_sliderval","botresponse","discr_checkbox","continue","endTime","age","rt_trial","comments","q4_sliderval","img_id","topic","education","q1_type","q5_sliderval","HitCorrect","q2_type","languages","rt_qs_noimage_seconds","q3_type","context","description","discr_comments","trial_number","startTime","rt_article_read_seconds","q4_type","timeSpent","anon_worker_id"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",42.885,"3|4","2|5","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",2,"overall",FALSE,"4|1","correct: 1",TRUE,TRUE,1642193989079,32,124.055,"No comments","4|4","living_room11","living_room","graduated_college","all_relevant","2|4",1,"no_irrelevant","English",61.279,"image_fit","Interior design","The image shows a small living room, which contains a sofa, three chairs, a fireplace, and bookshelves.",NA,1,1642191578557,19.891,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",22.16,"3|4","4|4","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",2,"overall",FALSE,"3|2","correct: 1",TRUE,TRUE,1642193989079,32,233.327,"No comments","4|4","meeting_in_progress17","meeting_in_progress","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",170.858,"image_fit","Consumer electronics","the image shows four people are having a meeting in a meeting room. All four people are male, with one white and three Asians. Two Asians are sitting around a table with three laptops on it. Two other person are standing next to a whiteboard, making a presentation to the seated people. The weather outside is sunny.",NA,2,1642191578557,40.309,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",29.64,"4|4","4|5","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",2,"overall",FALSE,"2|2","correct: 1",TRUE,TRUE,1642193989079,32,68.978,"No comments","4|4","soccer_in_progress1","soccer_in_progress","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",16.942,"image_fit","Advertising","One football player is kneeling while one on another team stands behind him. The ball is flying through the air and the seats are full of fans",NA,3,1642191578557,22.396,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",30.095,"4|4","4|5","Oberaargletscher_from_Oberaar,_2010_07.jpeg",2,"overall",FALSE,"2|2","correct: 1",TRUE,TRUE,1642193989079,32,65.45,"No comments","3|3","mountains16","mountains","graduated_college","all_relevant","4|4",1,"no_irrelevant","English",13.06,"image_fit","Montane Ecosystems","Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",NA,4,1642191578557,22.295,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",44.622,"4|4","5|5","1599px-Paris_Notre-Dame_East_View_02.jpeg",2,"overall",FALSE,"3|4","correct: 1",TRUE,TRUE,1642193989079,32,70.759,"No comments","4|4","church19","church","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",13.349,"image_fit","Building material","A cathedral overlooking a courtyard.",NA,5,1642191578557,12.788,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",30.469,"4|4","5|4","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",2,"overall",FALSE,"4|4","correct: 1",TRUE,TRUE,1642193989079,32,60.884,"No comments","4|4","church8","church","graduated_college","all_relevant","3|4",1,"no_irrelevant","English",15.595,"image_fit","Roof","a church building",NA,6,1642191578557,14.82,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",14.775,"5|5","5|5","Dreifaltigkeitskirche_süd.jpg",2,"overall",FALSE,"5|5","correct: 1",TRUE,TRUE,1642193989079,32,45.217,"No comments","5|5","church4","church","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",12.744,"image_fit","Christian cross","A church with a Christian cross positioned on the top of the steeple.",NA,7,1642191578557,17.698,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",22.339,"5|5","5|5","river.jpeg",2,"overall",FALSE,"5|5","correct: 1",TRUE,TRUE,1642193989079,32,71.135,"No comments","4|4","mountains18","mountains","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",34.219,"image_fit","Orogeny","a wilderness scene with pine trees, mountains and a winding river which wraps around hills in the middle of the image.",NA,8,1642191578557,14.577,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",22.79,"5|5","5|5","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",2,"overall",FALSE,"4|5","correct: 1",TRUE,TRUE,1642193989079,32,193.537,"No comments","5|5","meeting_in_progress7","meeting_in_progress","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",161.388,"image_fit","Cooperation","a group of people sit around a conference table in front of laptop computers.",NA,9,1642191578557,9.359,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",27.387,"4|5","4|5","guitar.png",2,"overall",FALSE,"4|4","correct: 1",TRUE,TRUE,1642193989079,32,60.436,"No comments","5|5","guitar1","attention_check","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",14.302,"image_fit","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,10,1642191578557,18.747,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",24.469,"5|5","4|4","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",2,"overall",FALSE,"3|4","correct: 1",TRUE,TRUE,1642193989079,32,59.886,"No comments","4|4","laid_table12","laid_table","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",21.029,"image_fit","American cuisine","It's a bunch of food from America. It's set up on a table.",NA,11,1642191578557,14.388,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",26.94,"4|5","4|5","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",2,"overall",FALSE,"4|4","correct: 1",TRUE,TRUE,1642193989079,32,59.268,"No comments","5|5","soccer_in_progress10","soccer_in_progress","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",19.769,"image_fit","Hairstyle","Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.",NA,12,1642191578557,12.559,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",40.25,"4|3","4|4","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",2,"overall",FALSE,"4|4","correct: 1",TRUE,TRUE,1642193989079,32,77.687,"No comments","4|4","mountains9","mountains","graduated_college","all_relevant","5|4",1,"no_irrelevant","English",23.753,"image_fit","Body of water","body of water",NA,13,1642191578557,13.684,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",21.728,"4|5","5|5","La_Trobe_Uni_Wikimeetup_March_2020.jpg",2,"overall",FALSE,"4|5","correct: 1",TRUE,TRUE,1642193989079,32,65.253,"No comments","5|5","meeting_in_progress2","meeting_in_progress","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",27.331,"image_fit","Furniture","There is a room with many windows and furniture. A group of people with computers are sitting on chairs around a table.",NA,14,1642191578557,16.194,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",19.191,"5|5","4|5","wiki_livingroom.jpg",2,"overall",FALSE,"5|5","correct: 1",TRUE,TRUE,1642193989079,32,50.837,"No comments","5|5","living_room15","living_room","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",14.759,"image_fit","Window","A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.",NA,15,1642191578557,16.887,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",19.318,"5|5","5|5","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",2,"overall",FALSE,"4|5","correct: 1",TRUE,TRUE,1642193989079,32,85.356,"No comments","5|5","laid_table3","laid_table","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",48.789,"image_fit","Dinner","The image shows a group of chiefs preparing dishes in a large kitchen of a restaurant.",NA,16,1642191578557,17.249,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",62.467,"4|5","4|5","640px-parc_agen.jpg",2,"overall",FALSE,"3|5","correct: 1",TRUE,TRUE,1642193989079,32,106.825,"No comments","5|5","park1","attention_check","graduated_college","all_relevant","4|5",1,"no_irrelevant","English",23.559,"image_fit","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,17,1642191578557,20.799,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",19.979,"5|5","5|5","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",2,"overall",FALSE,"4|4","correct: 1",TRUE,TRUE,1642193989079,32,57.841,"No comments","4|4","soccer_in_progress13","soccer_in_progress","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",17.871,"image_fit","Competition","players celebrating a goal",NA,18,1642191578557,19.991,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:19:38 GMT-0500 (Colombia Standard Time)",19.82,"5|5","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",2,"overall",FALSE,"4|5","correct: 1",TRUE,TRUE,1642193989079,32,60.594,"No comments","5|5","laid_table14","laid_table","graduated_college","all_relevant","5|5",1,"no_irrelevant","English",24.589,"image_fit","Tableware","A table it set with white plates, each donning flowered patterns. Silverware and wine cups accompany the plates. A large turkey sits towards the center of the table.",NA,19,1642191578557,16.185,"reconstructive",40.1753666666667,"592994004694024"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",60.05,"1|4","5|4","640px-parc_agen.jpg",2,"overall",FALSE,"4|1","correct: 2",FALSE,TRUE,1642200165290,46,189.33,NA,"4|4","park1","attention_check","higher_degree","no_irrelevant","4|2",1,"all_relevant","English",84.438,"image_fit","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,1,1642198187481,44.842,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",45.123,"5|5","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",2,"overall",FALSE,"3|2","correct: 2",FALSE,TRUE,1642200165290,46,91.639,NA,"3|3","laid_table14","laid_table","higher_degree","no_irrelevant","3|3",1,"all_relevant","English",29.124,"image_fit","American cuisine","A typical American dinner, as presented for a special occasion or holiday.",NA,2,1642198187481,17.392,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",26.97,"4|3","5|5","La_Trobe_Uni_Wikimeetup_March_2020.jpg",2,"overall",FALSE,"3|4","correct: 2",FALSE,TRUE,1642200165290,46,103.274,NA,"4|4","meeting_in_progress2","meeting_in_progress","higher_degree","no_irrelevant","4|5",1,"all_relevant","English",31.974,"image_fit","Cooperation","Nine people are sitting around a table in front of laptop computers, having a meeting.",NA,3,1642198187481,44.33,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",67.231,"4|3","1|1","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642200165290,46,141.477,NA,"4|4","laid_table3","laid_table","higher_degree","no_irrelevant","3|3",1,"all_relevant","English",43.19,"image_fit","Tableware","There is a group of seven people (one woman, six men) working in an industrial kitchen setting. These seven people are surrounding a very long, then rectangular black table. The table contains a large amount of white dishes that have a small amount of food on each plate. The people are adding items to each place. Five of the people are wearing server uniforms. One man is wearing a grey hooded sweatshirt and one man is wearing a black shirt",NA,4,1642198187481,31.056,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",31.655,"5|4","5|5","guitar.png",2,"overall",FALSE,"4|3","correct: 2",FALSE,TRUE,1642200165290,46,76.934,NA,"4|4","guitar1","attention_check","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",27.009,"image_fit","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,5,1642198187481,18.27,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",43.067,"3|4","1|1","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",2,"overall",FALSE,"2|2","correct: 2",FALSE,TRUE,1642200165290,46,111.515,NA,"4|4","meeting_in_progress17","meeting_in_progress","higher_degree","no_irrelevant","2|2",1,"all_relevant","English",42.564,"image_fit","Consumer electronics","the image shows four people are having a meeting in a meeting room. All four people are male, with one white and three Asians. Two Asians are sitting around a table with three laptops on it. Two other person are standing next to a whiteboard, making a presentation to the seated people. The weather outside is sunny.",NA,6,1642198187481,25.884,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",22.903,"4|4","4|5","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",2,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642200165290,46,79.272,NA,"5|5","soccer_in_progress13","soccer_in_progress","higher_degree","no_irrelevant","4|5",1,"all_relevant","English",19.226,"image_fit","Advertising","At a soccer match, advertisements for companies are placed on the boards alongside the field.",NA,7,1642198187481,37.143,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",16.879,"5|5","5|5","Dreifaltigkeitskirche_süd.jpg",2,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642200165290,46,50.639,NA,"5|5","church4","church","higher_degree","no_irrelevant","5|5",1,"all_relevant","English",16.883,"image_fit","Christian cross","A church with a Christian cross positioned on the top of the steeple.",NA,8,1642198187481,16.877,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",45.641,"3|3","3|2","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",2,"overall",FALSE,"2|2","correct: 2",FALSE,TRUE,1642200165290,46,127.328,NA,"3|3","church8","church","higher_degree","no_irrelevant","3|2",1,"all_relevant","English",61.254,"image_fit","Building material","A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.",NA,9,1642198187481,20.433,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",19.089,"1|1","1|1","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",2,"overall",FALSE,"1|2","correct: 2",FALSE,TRUE,1642200165290,46,55.144,NA,"4|4","soccer_in_progress10","soccer_in_progress","higher_degree","no_irrelevant","3|3",1,"all_relevant","English",24.202,"image_fit","Hairstyle","A soccer match with players fighting for the ball.",NA,10,1642198187481,11.853,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",25.941,"3|4","4|4","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",2,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642200165290,46,79.704,NA,"4|4","mountains9","mountains","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",37.264,"image_fit","Orogeny","Large mountains with populated hillsides with a body of water in the middle.",NA,11,1642198187481,16.499,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",39.297,"3|3","2|4","Wohnzimmer_Fallada_1.JPG",2,"overall",FALSE,"3|4","correct: 2",FALSE,TRUE,1642200165290,46,100.476,NA,"4|4","living_room6","living_room","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",36.081,"image_fit","Interior design","The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",NA,12,1642198187481,25.098,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",51.445,"5|5","4|5","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",2,"overall",FALSE,"4|4","correct: 2",FALSE,TRUE,1642200165290,46,107.218,NA,"5|5","laid_table12","laid_table","higher_degree","no_irrelevant","4|5",1,"all_relevant","English",28.709,"image_fit","Dinner","a big dinner table with lots of food and plates with utensils served on the side",NA,13,1642198187481,27.064,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",21.16,"4|5","4|1","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",2,"overall",FALSE,"4|4","correct: 2",FALSE,TRUE,1642200165290,46,79.581,NA,"5|5","soccer_in_progress1","soccer_in_progress","higher_degree","no_irrelevant","3|3",1,"all_relevant","English",28.991,"image_fit","Competition","The image depicts two football players from different rival teams, who are vying for dominance of the ball in the middle of the football field. There is a kneeling player on the field with a pain/surprise expression while the second player stands behind him watching the ball, which rises in the air and goes in the direction of him.",NA,14,1642198187481,29.43,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",24.976,"4|5","4|3","river.jpeg",2,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642200165290,46,71.409,NA,"5|5","mountains18","mountains","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",28.118,"image_fit","Body of water","There's a river between two bodies of land. On one side there is mountains and on the other lots of trees and hills. The landscape is very green and the river has a muddy look to it.",NA,15,1642198187481,18.315,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",25.492,"4|4","3|3","wiki_livingroom.jpg",2,"overall",FALSE,"4|4","correct: 2",FALSE,TRUE,1642200165290,46,83.582,NA,"5|5","living_room15","living_room","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",21.962,"image_fit","Window","People sit on a flower decorated sofas, one with his feet up on a coffee table, as sunlight is coming through window.",NA,16,1642198187481,36.128,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",28.842,"5|5","4|4","Oberaargletscher_from_Oberaar,_2010_07.jpeg",2,"overall",FALSE,"4|3","correct: 2",FALSE,TRUE,1642200165290,46,101.85,NA,"4|4","mountains16","mountains","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",38.311,"image_fit","Montane Ecosystems","There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.",NA,17,1642198187481,34.697,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",35.642,"5|4","4|5","1599px-Paris_Notre-Dame_East_View_02.jpeg",2,"overall",FALSE,"5|4","correct: 2",FALSE,TRUE,1642200165290,46,71.643,NA,"3|3","church19","church","higher_degree","no_irrelevant","4|4",1,"all_relevant","English",24.343,"image_fit","Roof","A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.",NA,18,1642198187481,11.658,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 15:09:47 GMT-0700 (Mountain Standard Time)",45.272,"3|3","3|4","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642200165290,46,91.607,NA,"4|4","meeting_in_progress7","meeting_in_progress","higher_degree","no_irrelevant","3|3",1,"all_relevant","English",29.47,"image_fit","Furniture","About one dozen people are sitting at a large table looking at their laptop computers.",NA,19,1642198187481,16.865,"reconstructive",32.9634833333333,"419743377096045"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",38.293,"4|4","5|5","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",1,"overall",FALSE,"4|5","correct: 3",FALSE,TRUE,1642200491200,34,89.824,NA,"4|4","soccer_in_progress10","soccer_in_progress","graduated_high_school","image_fit","4|4",1,"no_irrelevant","Spanish, English",35.932,"all_relevant","Advertising","The image shows a soccer game with a player in red jersey competing with two players in white jerseys. A red bull logo can be seen on the white jersey. Advertisement boards are in the back.",NA,1,1642197986133,15.599,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",33.349,"2|3","3|4","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",1,"overall",FALSE,"4|3","correct: 3",FALSE,TRUE,1642200491200,34,80.534,NA,"2|2","soccer_in_progress13","soccer_in_progress","graduated_high_school","image_fit","3|2",1,"no_irrelevant","Spanish, English",31.815,"all_relevant","Hairstyle","A soccer team is shown on the playing field celebrating. One man is jumping high in the air. There is a man with twists and four more with short cut hair.",NA,2,1642197986133,15.37,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",22.662,"3|3","4|5","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",1,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642200491200,34,76.072,NA,"2|2","church8","church","graduated_high_school","image_fit","3|2",1,"no_irrelevant","Spanish, English",30.807,"all_relevant","Christian cross","A classic building with three Christian crosses on the roofs. The crosses represent an interpretation of Jesus' body.",NA,3,1642197986133,22.603,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",30.55,"3|4","3|5","river.jpeg",1,"overall",FALSE,"4|5","correct: 3",FALSE,TRUE,1642200491200,34,82.307,NA,"2|2","mountains18","mountains","graduated_high_school","image_fit","3|3",1,"no_irrelevant","Spanish, English",41.813,"all_relevant","Orogeny","a wilderness scene with pine trees, mountains and a winding river which wraps around hills in the middle of the image.",NA,4,1642197986133,9.944,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",15.205,"4|4","5|5","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",1,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642200491200,34,61.143,NA,"4|4","living_room11","living_room","graduated_high_school","image_fit","4|4",1,"no_irrelevant","Spanish, English",17.19,"all_relevant","Interior design","The interior design of a room includes shelves with decorative objects and a small seating area.",NA,5,1642197986133,28.748,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",16.09,"2|2","3|4","640px-parc_agen.jpg",1,"overall",FALSE,"3|3","correct: 3",FALSE,TRUE,1642200491200,34,53.345,NA,"3|3","park1","attention_check","graduated_high_school","image_fit","1|2",1,"no_irrelevant","Spanish, English",31.873,"all_relevant","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,6,1642197986133,5.382,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",17.46,"3|3","4|4","wiki_livingroom.jpg",1,"overall",FALSE,"3|4","correct: 3",FALSE,TRUE,1642200491200,34,37.387,NA,"3|3","living_room15","living_room","graduated_high_school","image_fit","3|3",1,"no_irrelevant","Spanish, English",17.192,"all_relevant","Window","A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.",NA,7,1642197986133,2.735,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",23.22,"3|2","3|2","Dreifaltigkeitskirche_süd.jpg",1,"overall",FALSE,"4|3","correct: 3",FALSE,TRUE,1642200491200,34,108.726,NA,"2|2","church4","church","graduated_high_school","image_fit","2|2",1,"no_irrelevant","Spanish, English",22.502,"all_relevant","Roof","A church building is shown that has a cemetery in front of it.",NA,8,1642197986133,63.004,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",14.408,"4|4","5|5","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642200491200,34,46.487,NA,"5|5","mountains9","mountains","graduated_high_school","image_fit","4|4",1,"no_irrelevant","Spanish, English",18.378,"all_relevant","Body of water","A large body of blue water is surrounded by rugged green hills.",NA,9,1642197986133,13.701,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",15.614,"5|5","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",1,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642200491200,34,34.374,NA,"5|5","laid_table14","laid_table","graduated_high_school","image_fit","5|5",1,"no_irrelevant","Spanish, English",12.746,"all_relevant","American cuisine","A typical American holiday dinner table is shown and the main course is a roasted turkey.",NA,10,1642197986133,6.014,"reconstructive",41.7511166666667,"678702441954767"
NA,"Fri Jan 14 2022 16:06:26 GMT-0600 (Central Standard Time)",27.699,"3|3","4|4","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",1,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642200491200,34,89.755,NA,"3|3","laid_table12","laid_table","graduated_high_school","image_fit","2|3",1,"no_irrelevant","Spanish, English",20.191,"all_relevant","Dinner","This is a table filled with food and dishes. Appears to be an American Thanksgiving.",NA,11,1642197986133,41.865,"reconstructive",41.7511166666667,"678702441954767"
